,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Pcsk9,log2FC_Pcsk9_vs_NT
Mup17,0.996833428,8.89024405,2.542795662,0.0240008,0.294941309,-3.385211021,268.5587333,535.93984,0.996833428
Abcb1a,0.994992214,0.909288533,3.643311269,0.00282062,0.179175715,-1.460872231,0.552843667,1.101856,0.994992214
Gdf6,0.9940552,0.517178918,1.739445003,0.10475332,0.435725502,-4.651897501,0.242098533,0.48220598,0.9940552
Gm5781,0.993916984,1.104498078,1.400790279,0.183901418,0.532221558,-5.101680414,0.7643787,1.52232508,0.993916984
Pkdrej,0.988234144,0.86605699,2.117377963,0.053370173,0.356514954,-4.083409954,0.455366333,0.90333542,0.988234144
2210416O15Rik|Cuedc1,0.987033007,0.495189209,1.933256864,0.074512377,0.393278794,-4.367831365,0.2237856,0.44356644,0.987033007
Mid1ip1,0.98347723,6.548599363,3.347091061,0.005026263,0.207643857,-1.98332842,58.18468,115.044218,0.98347723
Igkv4-74,0.982892147,0.286079101,0.719657496,0.48404171,0.770749177,-5.768455564,0.266605567,0.52692552,0.982892147
1810062G17Rik,0.982587144,0.978668305,1.183127656,0.257229325,0.609911922,-5.353113395,0.5608944,1.10833056,0.982587144
Cited4,0.981208311,0.833605613,1.723958419,0.107586544,0.438610404,-4.673831656,0.444983333,0.87844966,0.981208311
Gm10516,0.979763261,1.137620529,3.000841436,0.00988852,0.246434574,-2.593499818,0.7619169,1.50260814,0.979763261
Gm11827,0.978387889,0.574183725,1.24529478,0.234261204,0.586954038,-5.284641494,0.28236571,0.556334584,0.978387889
Cyp2d35-ps,0.978043427,0.94971105,1.318000422,0.209488535,0.562551087,-5.20111756,0.5775127,1.13758,0.978043427
Gm18290,0.977525793,1.056860419,1.512622339,0.153489663,0.496387413,-4.96045071,0.6306307,1.2417658,0.977525793
Gpx6,0.975092853,1.517574335,1.816439292,0.091626339,0.417264644,-4.541112033,1.4044285,2.7607802,0.975092853
Sucnr1,0.975038798,4.563608752,2.318783706,0.036709378,0.323082346,-3.758953911,14.30697767,28.123141,0.975038798
Abcg8,0.973736169,5.842806933,4.213937531,0.000940632,0.122140618,-0.469027578,35.68421,70.080934,0.973736169
5430403G16Rik,0.969614675,0.827819715,2.73366844,0.016622007,0.271025055,-3.058749478,0.4085128,0.79999776,0.969614675
Mir7664,0.966800958,1.949786677,1.805448673,0.093405591,0.418778919,-4.557098974,3.298902667,6.4477114,0.966800958
Gm9958,0.963609598,0.987818978,2.718149006,0.01712839,0.273661432,-3.085513169,0.6237922,1.21650902,0.963609598
Gm11353,0.963581953,0.90750527,1.674391768,0.117113299,0.450278839,-4.743216606,0.623829433,1.21655832,0.963581953
Hsf2bp,0.963087155,1.022646874,1.130725717,0.277910853,0.627109229,-5.408644193,0.6635556,1.2935864,0.963087155
AI463170,0.96014066,0.899189553,1.562793687,0.141293322,0.481106024,-4.894650317,0.657321533,1.27881876,0.96014066
Gm6123,0.957138533,0.78340731,1.496142887,0.157685736,0.501465663,-4.981741358,0.484652833,0.94093184,0.957138533
Ripply1,0.956302747,1.600125539,2.895135127,0.012150528,0.253869107,-2.77845989,1.436886833,2.788036,0.956302747
P2ry4,0.952845089,1.74765811,2.938791913,0.011160268,0.250872152,-2.702188249,1.458163067,2.82254612,0.952845089
Gm24494,0.949838383,3.876695919,2.801449543,0.014576624,0.265373579,-2.941472503,8.881955667,17.1568852,0.949838383
Guca1a,0.946200513,1.495252684,1.915769878,0.076874759,0.395936471,-4.394148273,1.119772433,2.15756808,0.946200513
B130034C11Rik,0.944582736,0.648710732,2.078853077,0.057271403,0.362189121,-4.143969322,0.3650249,0.70253866,0.944582736
Hes1,0.943255783,3.461353013,3.261060996,0.005946891,0.22116996,-2.135255373,6.575389667,12.6435718,0.943255783
4930405A21Rik,0.940897033,0.410733066,0.978869617,0.344906555,0.678645923,-5.557727952,0.184771493,0.35470981,0.940897033
H2ac12,0.940790139,0.39604731,0.638117714,0.534100613,0.796570418,-5.822552314,0.326939433,0.62758616,0.940790139
Lhx2,0.94056426,1.41068721,4.278365853,0.000832418,0.122140618,-0.359007216,1.067394633,2.04862784,0.94056426
2810021J22Rik,0.935946104,1.181838721,2.712354133,0.017321304,0.273661432,-3.095497618,0.649147733,1.24191364,0.935946104
Obox4-ps1,0.931889388,1.142002692,1.539248704,0.146909957,0.486506291,-4.925711967,0.7736941,1.47603258,0.931889388
4930506C21Rik,0.928382173,1.25245123,2.547896764,0.023767623,0.294941309,-3.376570805,0.785321533,1.49457732,0.928382173
Asic1,0.927225206,0.737775967,2.215374824,0.044533382,0.339468671,-3.92710364,0.403422033,0.7671534,0.927225206
Pgbd1,0.926293928,0.443915809,1.17086025,0.261961315,0.613197047,-5.366294978,0.161142097,0.306232492,0.926293928
Mir26b,0.926201576,1.269783067,0.768052275,0.45571655,0.75283389,-5.73351892,1.557770333,2.9601784,0.926201576
Gm10136,0.924213106,1.388832274,2.705496252,0.017552344,0.273939086,-3.107307194,1.023641233,1.94251168,0.924213106
Gm15343,0.916818717,3.917350866,2.925251285,0.011458574,0.251886339,-2.725863607,7.969339333,15.045695,0.916818717
Clstn3,0.912820377,2.58846064,1.948668758,0.072485266,0.389497671,-4.344531607,3.489447,6.5696604,0.912820377
Car3,0.912140697,10.44845021,2.090260478,0.056089527,0.359786477,-4.126092081,961.2835333,1808.9777,0.912140697
2900005J15Rik,0.909917385,1.852716575,3.965038781,0.001513824,0.150223342,-0.898237663,1.456861667,2.7373526,0.909917385
Dkk4,0.90721458,1.233087936,1.508667874,0.154487854,0.496993696,-4.965574412,0.658109867,1.23423314,0.90721458
D130043K22Rik,0.903167228,1.151154497,2.052880879,0.060048734,0.365736741,-4.184496374,0.830494467,1.55316348,0.903167228
Nmnat3,0.902804327,1.739674979,2.750217074,0.016098144,0.271025055,-3.030173314,1.578780867,2.95184152,0.902804327
Pin4-ps,0.900699774,0.834121351,1.361216864,0.195792931,0.547400705,-5.14977242,0.5497833,1.02642966,0.900699774
Gm13436,0.899609141,1.968327865,5.357885076,0.000115462,0.058250813,1.398773439,2.012681667,3.7547794,0.899609141
Pld6,0.89955366,1.908053933,2.976329699,0.010372808,0.248790672,-2.636472268,1.611678333,3.0065678,0.89955366
Cyp2g1,0.899525847,1.150926549,2.154444239,0.049851096,0.350360233,-4.024659566,0.864125767,1.61198582,0.899525847
Gm15706,0.897832028,0.933795994,1.51146724,0.153780668,0.496765309,-4.961948301,0.570185133,1.06240538,0.897832028
Zbtb32,0.896484539,0.961646943,2.539308689,0.024161462,0.294941309,-3.39111427,0.602700867,1.12194238,0.896484539
1700003E16Rik,0.893789411,1.337600025,2.224728353,0.043765761,0.338579465,-3.912024109,0.8367288,1.55468404,0.893789411
Zfp467,0.889348233,3.708032885,3.738088942,0.002346501,0.175210211,-1.294407114,7.549732,13.9846638,0.889348233
Spry4,0.889218808,2.608533013,2.084087887,0.056726211,0.361026468,-4.135771309,3.578322667,6.6276724,0.889218808
Ankrd23,0.888901253,0.393653515,1.241856396,0.235487906,0.588466155,-5.288500578,0.181952547,0.336933412,0.888901253
Adgrg2,0.885942127,0.867684097,1.65280756,0.121487454,0.454640242,-4.773032007,0.565047467,1.04419134,0.885942127
Aacs,0.885490038,5.988372479,2.48609989,0.026745352,0.301789733,-3.480885288,58.75025833,108.5347582,0.885490038
Skida1,0.885392888,0.594527559,1.55872514,0.142250543,0.482050301,-4.900040494,0.239807413,0.44298847,0.885392888
D630039A03Rik,0.884943166,3.587222244,3.60686407,0.003027857,0.181149926,-1.525008832,6.955562,12.8447798,0.884943166
Cpsf4l,0.87991007,2.854781449,3.276229554,0.005773099,0.218430768,-2.108473575,3.879268,7.138864,0.87991007
Trim72,0.878284046,0.917628198,1.859898305,0.084884506,0.408636765,-4.477352597,0.544389667,1.00069036,0.878284046
Gm16580,0.877642406,1.175037996,2.229593421,0.043371428,0.338579465,-3.90417018,0.7530249,1.38358558,0.877642406
Acot2,0.872412649,1.146725554,1.166488573,0.26366374,0.614974102,-5.370965764,0.990565133,1.81344928,0.872412649
Exo5,0.871097863,1.809869453,3.652271536,0.002771912,0.179175715,-1.445114253,1.363362167,2.49366336,0.871097863
Ighv1-82,0.870109233,0.487274429,0.562843574,0.58279297,0.823563713,-5.867064641,0.3430323,0.62699488,0.870109233
P3h4,0.866751702,0.880790632,1.977137962,0.068872445,0.3831957,-4.301236309,0.579545433,1.0568315,0.866751702
Gm18030,0.862919624,0.571452218,1.521982835,0.151148627,0.492518511,-4.948285717,0.366708767,0.6669388,0.862919624
Gm29642,0.858544365,0.539426499,1.009247095,0.330650735,0.667367497,-5.529355169,0.279162833,0.50618026,0.858544365
Mir1258,0.855369707,3.405423796,1.072632232,0.302286131,0.645039078,-5.467795467,7.576957667,13.708401,0.855369707
Ypel1,0.85398288,0.532681813,1.739409415,0.104759754,0.435725502,-4.651948042,0.298544607,0.539614602,0.85398288
Ppp1r1b,0.852356226,2.262469904,4.701632311,0.000377155,0.098959878,0.350698767,2.572369667,4.6442776,0.852356226
Gpcpd1,0.851799641,4.761545342,4.665699725,0.000403049,0.100351361,0.291400254,16.48220533,29.7462732,0.851799641
1810012K16Rik,0.851273977,0.686737344,1.122832131,0.281132877,0.62930788,-5.416831917,0.464105733,0.83729006,0.851273977
Gm24888,0.850316905,0.761441972,0.350592805,0.731318457,0.894663102,-5.963578379,0.627005867,1.13042694,0.850316905
Gm25321,0.849743554,1.045355279,0.870263138,0.399407069,0.715332945,-5.652990446,1.174840667,2.117275,0.849743554
Hamp2,0.845670807,2.929159508,1.470377923,0.164439814,0.509240697,-5.014701866,4.739790467,8.51787814,0.845670807
Crip3,0.844714312,2.126084388,3.61884209,0.002958102,0.181149926,-1.503924339,2.51249,4.5122036,0.844714312
Gm22154,0.843712528,1.267235648,1.261359329,0.228596647,0.581150409,-5.266501362,1.586495233,2.84722344,0.843712528
Recql4,0.841469792,1.031514047,2.104027291,0.054693312,0.35959731,-4.104455714,0.599112133,1.0735339,0.841469792
3300002I08Rik,0.840596623,0.558640265,1.72216583,0.107918819,0.438610404,-4.676362805,0.391269273,0.700681324,0.840596623
Afmid,0.839509569,4.476316487,4.702959018,0.000376232,0.098959878,0.352884616,14.16039433,25.3392006,0.839509569
Gm34474,0.838942953,0.972944747,1.212828206,0.246046802,0.600162326,-5.3207464,0.788316933,1.4100933,0.838942953
Igkv4-55,0.838431367,1.537238005,0.127015411,0.900805592,0.963183355,-6.017359618,2.260458167,4.0419363,0.838431367
Lefty1,0.83713429,0.705371137,1.302417172,0.214612908,0.567292862,-5.219324924,0.3877749,0.69275908,0.83713429
Gm32031,0.836720949,0.8453346,1.602079733,0.132331007,0.466802882,-4.842120969,0.536961533,0.9590059,0.836720949
D830035M03Rik,0.83451963,0.537322229,0.861021874,0.404299263,0.718878756,-5.66064095,0.276388133,0.49287278,0.83451963
Paqr7,0.834035205,4.590733701,2.395395291,0.031772591,0.31376354,-3.632479757,14.76368667,26.3187,0.834035205
Gm11967,0.833548868,2.807191137,2.617678946,0.020789433,0.284674328,-3.257877796,4.799371667,8.5527858,0.833548868
Dsg1c,0.833507625,2.605151857,1.99688018,0.066464601,0.378850907,-4.271022185,4.058828967,7.2328848,0.833507625
Acaa1b,0.83215355,8.720692869,2.500165799,0.026037558,0.300087524,-3.457211578,299.1588,532.60466,0.83215355
Gm4853,0.828986487,0.583679872,0.98367904,0.342620828,0.676233686,-5.553285382,0.3041466,0.54029726,0.828986487
Pygm,0.82861437,0.50037165,1.831828867,0.089185916,0.413000078,-4.518632264,0.323693433,0.57487268,0.82861437
Smpd3,0.825279088,2.128847161,1.416235111,0.179424773,0.526735183,-5.082637929,2.258141967,4.00115156,0.825279088
Gm5356,0.824682309,0.521910214,1.021713215,0.324925034,0.662248714,-5.517498141,0.2802521,0.4963671,0.824682309
Gm11520,0.82196105,0.501557348,1.144018124,0.272548561,0.622675149,-5.394750903,0.316079467,0.5587676,0.82196105
4931422A03Rik,0.819138018,1.191342458,2.708708113,0.017443766,0.273661432,-3.101777096,0.766665933,1.3526682,0.819138018
Gm13413,0.818518461,0.815909135,0.821759836,0.425526905,0.733167862,-5.692330981,0.837035867,1.47619142,0.818518461
Gm10060,0.818428678,3.06525397,1.990299758,0.067258473,0.379970178,-4.281110183,4.786157333,8.440313,0.818428678
Ttc8,0.813081693,1.57007469,2.965757836,0.010588853,0.249830149,-2.654991803,1.347295767,2.36714534,0.813081693
B9d1,0.812343085,0.492556081,1.453380746,0.169027108,0.513454104,-5.036224831,0.2445194,0.42939102,0.812343085
Prox2,0.8102773,0.961398664,1.825485485,0.090184682,0.414519587,-4.527911354,0.596694967,1.04633354,0.8102773
Nphp1,0.808446161,1.706970219,3.120967334,0.007820688,0.232110755,-2.382333225,1.458951967,2.55509786,0.808446161
LOC118568041,0.807702575,2.927907297,4.263249267,0.000856601,0.122140618,-0.384777658,5.039831667,8.821831,0.807702575
Gsta2,0.807210984,3.964212611,2.431394797,0.02967769,0.311157347,-3.572542199,9.1670354,16.04071148,0.807210984
E330011O21Rik,0.8071397,1.511554081,2.705239119,0.017561065,0.273939086,-3.10774985,1.2136954,2.12365012,0.8071397
Gm11878,0.805799907,0.810101786,0.947984212,0.359843123,0.687781628,-5.585809817,0.6701603,1.17151712,0.805799907
Havcr2,0.805295774,0.623062773,1.00645024,0.331945272,0.66817255,-5.531998372,0.380433333,0.66480878,0.805295774
0610009L18Rik,0.804847793,0.569348474,1.272651094,0.224680452,0.577052108,-5.253642849,0.350831033,0.6128883,0.804847793
H4c11,0.804829872,0.46230583,0.583445407,0.569238752,0.816984363,-5.855406866,0.222680933,0.38901018,0.804829872
Haus5,0.803941705,0.485438636,1.625701009,0.127181713,0.460975014,-4.810123838,0.258105233,0.4506168,0.803941705
Gm26153,0.803392484,1.353858431,1.035134978,0.318841166,0.656322194,-5.504594445,1.572621533,2.7445393,0.803392484
Trim80,0.800818713,1.300338737,1.599437046,0.132918141,0.467869295,-4.845681608,0.778569533,1.35633778,0.800818713
Rpl3-ps1,0.799217331,2.042481088,2.930931319,0.011332494,0.251196025,-2.715934249,2.203182,3.8338822,0.799217331
Mme,0.798136539,2.529509778,3.090478708,0.008300795,0.237622325,-2.436006154,3.6014495,6.26239372,0.798136539
Gm22027,0.797218292,1.525524957,0.905782345,0.38097505,0.703924075,-5.622913837,1.382663267,2.40271934,0.797218292
Gm16063,0.796555065,1.033806116,1.394151346,0.185853822,0.534255956,-5.109819029,0.639692077,1.11111226,0.796555065
Bloc1s1,0.795115997,1.151831747,1.801361076,0.09407516,0.419957002,-4.56303037,0.889026733,1.5426542,0.795115997
Smad7,0.794480008,3.057497963,2.528804187,0.024651745,0.296517969,-3.408883097,5.001607333,8.6750484,0.794480008
Gzma,0.792618427,1.458819081,0.252143641,0.804738277,0.927602907,-5.993409159,1.8251177,3.16149718,0.792618427
LOC118568354,0.792068087,0.701970626,1.06250364,0.306693952,0.647693972,-5.477843475,0.434755133,0.75280236,0.792068087
Izumo4,0.79017771,2.892629311,4.609606707,0.000447209,0.10530114,0.198462111,3.985434667,6.8919622,0.79017771
Abcg5,0.78996503,6.131302175,4.467534492,0.000582897,0.111679637,-0.03888528,46.71874333,80.778228,0.78996503
Hcn2,0.789692214,0.595002992,1.495610023,0.157823017,0.501653137,-4.982427088,0.416782367,0.72049402,0.789692214
Trat1,0.78931367,1.755589932,-0.12725516,0.900619439,0.963183355,-6.017328787,2.763295533,4.77567128,0.78931367
Stx1b,0.786625715,1.19489382,2.037098394,0.061796625,0.369873245,-4.209001961,0.811160933,1.39928108,0.786625715
2610528J11Rik,0.783863958,3.744729986,3.152635356,0.007351261,0.228902813,-2.32653917,7.833659333,13.4874934,0.783863958
Ttbk1,0.78340382,1.045330919,2.065759714,0.058656346,0.364219402,-4.164430984,0.6778455,1.16669884,0.78340382
Npb,0.781085141,1.053729976,1.615177446,0.129453971,0.463818393,-4.824416758,0.6449721,1.10833484,0.781085141
Ttc30b,0.780949987,2.058075736,3.171146686,0.007089976,0.227747627,-2.293906634,2.088662333,3.588869,0.780949987
Gm6394,0.780641549,0.335589738,0.534708898,0.601570465,0.834055235,-5.882340022,0.174281667,0.29939754,0.780641549
A330023F24Rik,0.778390488,1.206609239,2.661204956,0.019118452,0.279778372,-3.183405138,0.730750033,1.25339434,0.778390488
Unc5b,0.778390402,1.506979196,2.741633141,0.016367831,0.271025055,-3.045000808,1.4613905,2.5066006,0.778390402
Hmgn2-ps,0.778051413,2.05673569,2.586155999,0.022087142,0.292920797,-3.311607294,2.440983333,4.1858304,0.778051413
Zfp316,0.777610764,1.450165993,2.921538416,0.011541735,0.251886339,-2.732352546,1.181913067,2.02614116,0.777610764
4930565N06Rik,0.777252222,0.60965714,1.184784292,0.256595394,0.608995928,-5.351324877,0.388337923,0.665558198,0.777252222
Gm26424,0.7750004,2.76363065,0.485573922,0.635075735,0.852015603,-5.907216619,3.466634667,5.9320724,0.7750004
Trhde,0.774794576,0.817822181,2.202470344,0.045613184,0.341787546,-3.947863505,0.530571567,0.90777952,0.774794576
Nrep,0.774109575,4.572442381,2.191358844,0.046562576,0.343884027,-3.96569713,20.74824233,35.4822796,0.774109575
Ighv1-55,0.773491478,0.699683991,0.575370814,0.574531118,0.820795492,-5.86002337,0.4270357,0.72997556,0.773491478
Gm22858,0.772881677,0.850552138,0.604736617,0.555409261,0.810072342,-5.842942088,0.546923333,0.9345166,0.772881677
Cdcp1,0.772703009,1.00424131,2.478215088,0.027150161,0.303141167,-3.494137203,0.690739233,1.1801057,0.772703009
Lcn8,0.772017506,0.736554071,1.03537322,0.31873393,0.656289515,-5.504364113,0.447920033,0.7648934,0.772017506
Nfe2l3,0.77137356,0.656136097,1.062158131,0.306845146,0.647693972,-5.478184831,0.4795383,0.8185211,0.77137356
Snora43,0.766143,0.415130953,0.656925874,0.522299863,0.791168054,-5.810611601,0.287371133,0.48873694,0.766143
Hsbp1l1,0.76477116,1.496343872,2.127505744,0.052386354,0.354618999,-4.067403612,1.249354633,2.12277904,0.76477116
Mir7211,0.764611169,1.317539999,0.263300297,0.796305726,0.92402743,-5.990512159,1.493452,2.5372436,0.764611169
Zfp775,0.764588307,1.084041406,2.196321114,0.046136323,0.342519926,-3.957737652,0.7743858,1.31559252,0.764588307
Gm12184,0.764516472,0.455785266,1.317383985,0.209689353,0.562551087,-5.201840919,0.244721667,0.4157333,0.764516472
Snord87,0.762580506,0.628636199,0.317019013,0.756091473,0.906531026,-5.974830226,0.459133333,0.77893,0.762580506
Itm2a,0.761189776,0.692829525,1.706680872,0.11082696,0.441853693,-4.698160094,0.422862833,0.71670506,0.761189776
Rec114,0.76081209,1.638459062,0.580784524,0.570979918,0.81791823,-5.856934919,1.618046467,2.74168938,0.76081209
Pomk,0.759228567,2.360436865,3.975916268,0.0014825,0.150223342,-0.879353737,2.695570333,4.5624828,0.759228567
Ssc4d,0.75753095,0.732357652,1.690817265,0.11387744,0.446408345,-4.720363611,0.509580533,0.86149422,0.75753095
Zfp647,0.756933835,0.665100554,1.736907486,0.105212987,0.436505106,-4.655499661,0.367337323,0.620761604,0.756933835
Gm960,0.756724072,0.548085993,1.546105372,0.145254982,0.48476571,-4.916699292,0.328547367,0.55512992,0.756724072
Ntrk2,0.75444203,0.68883185,0.988958965,0.340123942,0.674345744,-5.548386703,0.407174667,0.68689512,0.75444203
Rps18-ps5,0.753662245,1.500670503,2.229530911,0.043376474,0.338579465,-3.904271139,1.2690908,2.13977268,0.753662245
Zc3h12d,0.753412963,1.363013111,2.094887761,0.055616587,0.359786477,-4.118827162,0.9477009,1.59761156,0.753412963
Gm18959,0.752360415,1.156697717,1.287889008,0.219480554,0.572265174,-5.236150737,0.821897267,1.38452432,0.752360415
Fam171b,0.752016424,0.697224599,1.540170331,0.146686576,0.486111162,-4.92450213,0.4101295,0.69071758,0.752016424
Msh5,0.751501962,0.540937815,1.807052686,0.093144011,0.418338039,-4.554769293,0.3364755,0.56647152,0.751501962
Phf19,0.750520487,0.982315333,2.140137173,0.051182978,0.352217159,-4.047391381,0.692851733,1.16565354,0.750520487
Lipg,0.745113552,3.174936979,1.912031811,0.077388486,0.396094409,-4.399757107,6.231250667,10.4442378,0.745113552
